0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0,2.0
2.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0,0.0
4.0,0.0,0.0,4.0,0.0,4.0
5.0,0.0,0.0,5.0,0.0,2.0
3.0,0.0,0.0,7.0,0.0,0.0
3.0,0.0,0.0,7.0,0.0,0.0
5.0,0.0,0.0,7.0,3.0,5.0
5.0,0.0,0.0,7.0,3.0,0.0
7.0,0.0,0.0,7.0,3.0,2.0
11.0,0.0,0.0,7.0,3.0,4.0
11.0,0.0,0.0,9.0,3.0,2.0
10.0,0.0,0.0,10.0,3.0,0.0
14.0,1.0,0.0,10.0,3.0,5.0
18.0,1.0,0.0,14.0,5.0,10.0
22.0,1.0,0.0,15.0,5.0,5.0
32.0,1.0,0.0,19.0,5.0,14.0
41.0,1.0,0.0,28.0,7.0,20.0
42.0,2.0,0.0,31.0,11.0,9.0
72.0,3.0,0.0,39.0,12.0,40.0
82.0,6.0,0.0,49.0,16.0,27.0
116.0,13.0,0.0,56.0,21.0,53.0
136.0,12.0,1.0,68.0,30.0,41.0
184.0,11.0,1.0,85.0,35.0,69.0
198.0,15.0,0.0,100.0,41.0,38.0
235.0,22.0,0.0,110.0,48.0,61.0
271.0,21.0,2.0,139.0,52.0,70.0
280.0,25.0,2.0,170.0,60.0,52.0
283.0,22.0,5.0,193.0,70.0,36.0
299.0,22.0,5.0,211.0,82.0,46.0
324.0,24.0,5.0,235.0,85.0,54.0
300.0,24.0,5.0,269.0,92.0,17.0
289.0,24.0,5.0,295.0,101.0,24.0
280.0,25.0,5.0,324.0,111.0,31.0
272.0,25.0,5.0,344.0,116.0,17.0
271.0,25.0,5.0,369.0,120.0,28.0
272.0,24.0,4.0,389.0,125.0,24.0
274.0,24.0,4.0,400.0,134.0,22.0
270.0,22.0,7.0,420.0,142.0,25.0
272.0,21.0,7.0,434.0,149.0,22.0
241.0,23.0,7.0,462.0,165.0,15.0
222.0,26.0,6.0,486.0,169.0,11.0
217.0,24.0,8.0,497.0,176.0,13.0
205.0,22.0,8.0,522.0,182.0,17.0
209.0,23.0,6.0,535.0,183.0,17.0
198.0,26.0,6.0,543.0,189.0,6.0
185.0,27.0,6.0,559.0,194.0,9.0
176.0,27.0,7.0,568.0,200.0,7.0
166.0,27.0,3.0,590.0,207.0,15.0
161.0,27.0,3.0,609.0,209.0,16.0
146.0,30.0,1.0,625.0,216.0,9.0
136.0,30.0,2.0,635.0,226.0,11.0
130.0,27.0,5.0,648.0,231.0,12.0
113.0,27.0,5.0,661.0,241.0,6.0
108.0,27.0,5.0,669.0,248.0,10.0
106.0,27.0,4.0,675.0,251.0,6.0
108.0,27.0,4.0,680.0,252.0,8.0
101.0,30.0,1.0,687.0,257.0,5.0
72.0,24.0,8.0,707.0,266.0,1.0
65.0,24.0,8.0,712.0,268.0,0.0
67.0,24.0,8.0,715.0,268.0,5.0
68.0,24.0,6.0,719.0,270.0,5.0
57.0,23.0,7.0,726.0,275.0,1.0
59.0,22.0,6.0,730.0,277.0,6.0
54.0,20.0,7.0,735.0,283.0,5.0
53.0,20.0,7.0,735.0,289.0,5.0
50.0,20.0,6.0,739.0,293.0,4.0
49.0,20.0,5.0,743.0,294.0,3.0
53.0,20.0,0.0,748.0,294.0,4.0
46.0,18.0,2.0,752.0,297.0,0.0
43.0,18.0,2.0,756.0,299.0,3.0
35.0,18.0,1.0,766.0,300.0,2.0
35.0,15.0,4.0,768.0,300.0,2.0
38.0,13.0,6.0,768.0,301.0,4.0
37.0,13.0,5.0,772.0,301.0,2.0
33.0,13.0,5.0,776.0,302.0,1.0
32.0,13.0,5.0,778.0,303.0,2.0
29.0,12.0,6.0,783.0,304.0,3.0
24.0,12.0,6.0,788.0,304.0,0.0
23.0,9.0,6.0,789.0,307.0,0.0
19.0,9.0,5.0,790.0,312.0,1.0
18.0,6.0,5.0,795.0,312.0,1.0
17.0,6.0,5.0,795.0,313.0,0.0
17.0,6.0,2.0,798.0,313.0,0.0
17.0,6.0,2.0,798.0,313.0,0.0
