0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,4.0
4.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0
3.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,5.0,0.0,2.0
7.0,0.0,0.0,6.0,0.0,6.0
3.0,0.0,0.0,10.0,0.0,0.0
3.0,0.0,0.0,10.0,0.0,0.0
4.0,0.0,0.0,10.0,1.0,2.0
3.0,0.0,0.0,11.0,1.0,0.0
4.0,0.0,0.0,13.0,1.0,3.0
4.0,0.0,0.0,13.0,1.0,0.0
7.0,0.0,0.0,13.0,1.0,3.0
7.0,0.0,0.0,14.0,1.0,1.0
13.0,1.0,0.0,14.0,1.0,7.0
15.0,1.0,0.0,18.0,1.0,6.0
16.0,1.0,0.0,20.0,1.0,3.0
17.0,2.0,0.0,23.0,1.0,5.0
25.0,2.0,0.0,30.0,2.0,16.0
27.0,3.0,0.0,31.0,4.0,6.0
57.0,3.0,0.0,33.0,5.0,33.0
79.0,6.0,0.0,35.0,7.0,29.0
109.0,13.0,0.0,41.0,8.0,44.0
157.0,14.0,1.0,47.0,13.0,61.0
194.0,14.0,1.0,70.0,18.0,65.0
211.0,18.0,0.0,91.0,22.0,45.0
253.0,21.0,0.0,107.0,32.0,71.0
289.0,23.0,1.0,123.0,40.0,63.0
299.0,26.0,1.0,163.0,47.0,60.0
299.0,25.0,2.0,187.0,54.0,31.0
291.0,22.0,7.0,210.0,69.0,32.0
313.0,27.0,5.0,231.0,71.0,48.0
297.0,27.0,5.0,262.0,79.0,23.0
295.0,27.0,5.0,286.0,90.0,33.0
295.0,29.0,5.0,308.0,99.0,33.0
278.0,32.0,5.0,327.0,108.0,14.0
262.0,36.0,2.0,358.0,117.0,25.0
257.0,33.0,2.0,382.0,127.0,26.0
255.0,33.0,2.0,395.0,133.0,17.0
249.0,30.0,5.0,413.0,143.0,22.0
252.0,28.0,5.0,428.0,154.0,27.0
221.0,31.0,5.0,450.0,173.0,13.0
221.0,32.0,4.0,462.0,182.0,21.0
235.0,31.0,5.0,470.0,185.0,25.0
227.0,33.0,4.0,496.0,189.0,23.0
222.0,35.0,2.0,513.0,190.0,13.0
212.0,37.0,2.0,520.0,198.0,7.0
196.0,37.0,5.0,538.0,200.0,7.0
194.0,35.0,7.0,550.0,205.0,15.0
191.0,35.0,4.0,562.0,212.0,13.0
181.0,35.0,4.0,585.0,218.0,19.0
168.0,36.0,4.0,598.0,221.0,4.0
150.0,37.0,1.0,617.0,228.0,6.0
145.0,37.0,1.0,629.0,234.0,13.0
134.0,37.0,1.0,637.0,240.0,3.0
123.0,37.0,1.0,648.0,244.0,4.0
119.0,35.0,0.0,660.0,250.0,11.0
117.0,35.0,0.0,670.0,253.0,11.0
109.0,35.0,0.0,681.0,254.0,4.0
93.0,32.0,4.0,698.0,260.0,8.0
83.0,32.0,4.0,706.0,263.0,1.0
88.0,32.0,4.0,707.0,265.0,8.0
76.0,30.0,4.0,717.0,272.0,3.0
69.0,29.0,5.0,720.0,278.0,2.0
67.0,29.0,5.0,723.0,279.0,2.0
61.0,29.0,5.0,726.0,285.0,3.0
60.0,29.0,5.0,726.0,290.0,4.0
58.0,28.0,4.0,727.0,295.0,2.0
56.0,26.0,6.0,728.0,297.0,1.0
63.0,26.0,4.0,730.0,297.0,7.0
58.0,23.0,7.0,733.0,299.0,0.0
55.0,19.0,9.0,738.0,301.0,2.0
44.0,19.0,8.0,751.0,301.0,1.0
42.0,19.0,8.0,756.0,301.0,3.0
41.0,17.0,10.0,756.0,303.0,1.0
39.0,17.0,9.0,760.0,303.0,1.0
37.0,17.0,7.0,765.0,304.0,2.0
35.0,17.0,3.0,770.0,306.0,1.0
35.0,16.0,4.0,771.0,306.0,1.0
29.0,16.0,4.0,775.0,308.0,0.0
27.0,14.0,4.0,777.0,310.0,0.0
20.0,14.0,2.0,779.0,318.0,1.0
23.0,14.0,2.0,779.0,318.0,3.0
21.0,14.0,2.0,779.0,320.0,0.0
19.0,14.0,2.0,779.0,322.0,0.0
16.0,14.0,2.0,782.0,322.0,0.0
