0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,3.0
3.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,2.0,0.0,0.0
1.0,0.0,0.0,2.0,0.0,0.0
3.0,0.0,0.0,3.0,0.0,3.0
6.0,0.0,0.0,4.0,0.0,4.0
4.0,0.0,0.0,6.0,0.0,0.0
4.0,0.0,0.0,6.0,0.0,0.0
3.0,0.0,0.0,7.0,2.0,2.0
2.0,0.0,0.0,8.0,2.0,0.0
2.0,0.0,0.0,9.0,2.0,1.0
4.0,0.0,0.0,9.0,2.0,2.0
4.0,0.0,0.0,9.0,2.0,0.0
4.0,0.0,0.0,11.0,2.0,2.0
10.0,1.0,0.0,11.0,2.0,7.0
10.0,1.0,0.0,17.0,3.0,7.0
18.0,1.0,0.0,17.0,3.0,8.0
22.0,1.0,0.0,23.0,3.0,10.0
29.0,1.0,0.0,31.0,3.0,15.0
31.0,1.0,0.0,34.0,4.0,6.0
50.0,1.0,0.0,36.0,6.0,23.0
71.0,1.0,0.0,40.0,7.0,26.0
103.0,4.0,0.0,42.0,8.0,38.0
136.0,4.0,0.0,53.0,15.0,51.0
190.0,4.0,0.0,69.0,24.0,79.0
201.0,7.0,0.0,78.0,29.0,28.0
242.0,8.0,0.0,96.0,34.0,65.0
268.0,7.0,2.0,121.0,39.0,57.0
283.0,8.0,2.0,144.0,51.0,51.0
299.0,8.0,2.0,168.0,65.0,54.0
300.0,7.0,3.0,189.0,80.0,37.0
339.0,8.0,2.0,208.0,84.0,62.0
301.0,8.0,2.0,243.0,105.0,18.0
306.0,8.0,2.0,276.0,113.0,46.0
293.0,10.0,2.0,306.0,119.0,25.0
283.0,13.0,2.0,325.0,123.0,16.0
276.0,17.0,2.0,352.0,127.0,28.0
265.0,16.0,1.0,376.0,134.0,18.0
262.0,17.0,1.0,389.0,142.0,19.0
250.0,19.0,1.0,411.0,156.0,26.0
252.0,17.0,1.0,423.0,170.0,26.0
231.0,18.0,1.0,440.0,182.0,9.0
224.0,17.0,2.0,460.0,193.0,24.0
220.0,17.0,2.0,473.0,200.0,16.0
206.0,17.0,3.0,492.0,209.0,15.0
200.0,20.0,1.0,514.0,211.0,19.0
193.0,23.0,1.0,519.0,219.0,9.0
176.0,22.0,3.0,537.0,223.0,6.0
159.0,21.0,5.0,555.0,238.0,17.0
150.0,21.0,3.0,567.0,246.0,9.0
150.0,21.0,3.0,581.0,250.0,18.0
141.0,21.0,2.0,598.0,253.0,10.0
143.0,22.0,1.0,605.0,257.0,13.0
129.0,21.0,2.0,622.0,262.0,8.0
121.0,21.0,2.0,634.0,268.0,10.0
112.0,21.0,2.0,640.0,276.0,5.0
111.0,20.0,2.0,646.0,280.0,8.0
108.0,20.0,2.0,658.0,281.0,10.0
101.0,21.0,1.0,665.0,283.0,2.0
86.0,21.0,2.0,679.0,287.0,4.0
77.0,21.0,2.0,686.0,289.0,0.0
81.0,21.0,2.0,688.0,289.0,6.0
74.0,21.0,2.0,697.0,293.0,6.0
72.0,21.0,2.0,700.0,296.0,4.0
77.0,19.0,1.0,705.0,296.0,7.0
75.0,18.0,1.0,710.0,301.0,7.0
73.0,18.0,1.0,712.0,305.0,4.0
73.0,18.0,1.0,714.0,307.0,4.0
67.0,18.0,1.0,720.0,308.0,1.0
68.0,18.0,0.0,723.0,308.0,3.0
56.0,18.0,0.0,732.0,314.0,3.0
49.0,21.0,0.0,734.0,319.0,3.0
42.0,21.0,0.0,741.0,320.0,1.0
41.0,20.0,0.0,742.0,321.0,0.0
39.0,17.0,3.0,742.0,324.0,1.0
41.0,17.0,2.0,746.0,324.0,5.0
40.0,17.0,2.0,747.0,325.0,1.0
34.0,17.0,2.0,751.0,327.0,0.0
32.0,16.0,3.0,753.0,328.0,1.0
26.0,16.0,3.0,759.0,328.0,0.0
23.0,13.0,1.0,764.0,332.0,1.0
16.0,13.0,1.0,764.0,340.0,1.0
17.0,12.0,2.0,765.0,340.0,2.0
17.0,12.0,2.0,765.0,340.0,0.0
17.0,12.0,1.0,766.0,340.0,0.0
15.0,12.0,1.0,768.0,340.0,0.0
