0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,2.0,0.0,0.0
4.0,0.0,0.0,2.0,0.0,4.0
5.0,0.0,0.0,2.0,0.0,1.0
3.0,0.0,0.0,4.0,0.0,0.0
3.0,0.0,0.0,4.0,0.0,0.0
3.0,0.0,0.0,5.0,1.0,2.0
2.0,0.0,0.0,6.0,1.0,0.0
4.0,0.0,0.0,7.0,1.0,3.0
8.0,0.0,0.0,7.0,1.0,4.0
13.0,0.0,0.0,7.0,1.0,5.0
12.0,0.0,0.0,8.0,1.0,0.0
18.0,1.0,0.0,8.0,1.0,7.0
20.0,1.0,0.0,15.0,3.0,11.0
23.0,1.0,0.0,19.0,3.0,7.0
29.0,2.0,0.0,20.0,3.0,8.0
40.0,2.0,0.0,32.0,5.0,25.0
43.0,3.0,0.0,33.0,10.0,10.0
62.0,6.0,0.0,39.0,11.0,29.0
90.0,7.0,0.0,41.0,13.0,33.0
123.0,11.0,0.0,47.0,14.0,44.0
152.0,10.0,1.0,58.0,20.0,46.0
196.0,7.0,1.0,77.0,25.0,65.0
212.0,8.0,0.0,95.0,32.0,41.0
239.0,12.0,0.0,108.0,39.0,51.0
271.0,13.0,1.0,133.0,44.0,64.0
273.0,16.0,1.0,160.0,61.0,49.0
268.0,16.0,1.0,191.0,76.0,41.0
289.0,14.0,4.0,207.0,84.0,46.0
311.0,18.0,1.0,233.0,90.0,55.0
288.0,18.0,1.0,262.0,105.0,21.0
271.0,18.0,1.0,290.0,114.0,20.0
268.0,20.0,1.0,313.0,119.0,27.0
268.0,20.0,1.0,334.0,122.0,24.0
262.0,22.0,1.0,365.0,127.0,32.0
252.0,22.0,0.0,389.0,135.0,21.0
248.0,23.0,0.0,402.0,147.0,22.0
236.0,24.0,1.0,421.0,158.0,20.0
239.0,22.0,1.0,435.0,165.0,22.0
220.0,24.0,1.0,457.0,177.0,17.0
218.0,23.0,1.0,470.0,188.0,21.0
214.0,22.0,2.0,488.0,193.0,19.0
196.0,21.0,4.0,512.0,200.0,14.0
194.0,23.0,5.0,532.0,201.0,22.0
198.0,23.0,5.0,535.0,207.0,13.0
193.0,21.0,7.0,544.0,211.0,8.0
186.0,20.0,9.0,556.0,220.0,15.0
170.0,22.0,7.0,576.0,226.0,10.0
166.0,22.0,7.0,592.0,228.0,14.0
159.0,20.0,4.0,605.0,234.0,7.0
148.0,24.0,3.0,616.0,244.0,13.0
136.0,24.0,3.0,628.0,249.0,5.0
119.0,24.0,3.0,641.0,257.0,4.0
109.0,24.0,3.0,653.0,264.0,9.0
100.0,22.0,1.0,667.0,270.0,7.0
96.0,22.0,1.0,678.0,270.0,7.0
88.0,22.0,1.0,684.0,274.0,2.0
73.0,21.0,3.0,696.0,281.0,5.0
64.0,21.0,3.0,701.0,287.0,2.0
65.0,21.0,3.0,702.0,289.0,4.0
63.0,21.0,2.0,708.0,291.0,5.0
53.0,20.0,3.0,713.0,297.0,1.0
56.0,17.0,3.0,718.0,299.0,7.0
60.0,16.0,3.0,722.0,302.0,10.0
60.0,16.0,3.0,725.0,305.0,6.0
55.0,15.0,2.0,729.0,308.0,0.0
58.0,14.0,3.0,731.0,308.0,5.0
61.0,14.0,2.0,733.0,308.0,4.0
54.0,13.0,3.0,738.0,310.0,0.0
50.0,10.0,5.0,743.0,312.0,2.0
37.0,10.0,4.0,753.0,316.0,0.0
39.0,9.0,3.0,755.0,317.0,3.0
38.0,5.0,7.0,755.0,319.0,1.0
42.0,5.0,5.0,758.0,319.0,5.0
40.0,5.0,5.0,760.0,320.0,1.0
35.0,4.0,3.0,766.0,322.0,0.0
34.0,3.0,4.0,767.0,323.0,1.0
30.0,3.0,4.0,770.0,324.0,0.0
29.0,3.0,2.0,773.0,326.0,2.0
21.0,3.0,2.0,773.0,335.0,1.0
23.0,3.0,1.0,774.0,335.0,2.0
20.0,3.0,1.0,774.0,338.0,0.0
20.0,3.0,1.0,774.0,338.0,0.0
19.0,3.0,1.0,775.0,338.0,0.0
