0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0,2.0
2.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,4.0,0.0,2.0
0.0,0.0,0.0,6.0,0.0,0.0
6.0,0.0,0.0,6.0,0.0,6.0
7.0,0.0,0.0,6.0,0.0,1.0
5.0,0.0,0.0,8.0,0.0,0.0
5.0,0.0,0.0,8.0,0.0,0.0
4.0,0.0,0.0,11.0,1.0,3.0
2.0,0.0,0.0,13.0,1.0,0.0
4.0,0.0,0.0,14.0,1.0,3.0
6.0,0.0,0.0,14.0,1.0,2.0
6.0,0.0,0.0,15.0,1.0,1.0
6.0,0.0,0.0,16.0,1.0,1.0
13.0,0.0,0.0,16.0,1.0,7.0
22.0,0.0,0.0,21.0,1.0,14.0
23.0,0.0,0.0,21.0,1.0,1.0
34.0,0.0,0.0,23.0,1.0,13.0
33.0,0.0,0.0,37.0,4.0,16.0
40.0,1.0,0.0,40.0,5.0,12.0
64.0,4.0,0.0,43.0,5.0,30.0
89.0,5.0,0.0,48.0,9.0,35.0
121.0,10.0,0.0,50.0,11.0,41.0
145.0,10.0,1.0,63.0,21.0,48.0
175.0,7.0,1.0,83.0,31.0,57.0
211.0,12.0,0.0,97.0,34.0,57.0
254.0,15.0,0.0,111.0,41.0,67.0
275.0,13.0,2.0,136.0,48.0,53.0
301.0,16.0,2.0,161.0,58.0,64.0
295.0,14.0,4.0,192.0,71.0,38.0
304.0,15.0,5.0,210.0,89.0,47.0
311.0,19.0,4.0,232.0,94.0,37.0
297.0,19.0,4.0,263.0,102.0,25.0
277.0,19.0,4.0,290.0,114.0,19.0
275.0,18.0,4.0,311.0,123.0,27.0
278.0,20.0,4.0,322.0,124.0,17.0
275.0,20.0,4.0,354.0,127.0,32.0
276.0,19.0,4.0,374.0,136.0,29.0
279.0,22.0,4.0,384.0,145.0,25.0
262.0,24.0,5.0,407.0,154.0,18.0
266.0,21.0,5.0,421.0,163.0,24.0
247.0,20.0,5.0,442.0,178.0,16.0
243.0,25.0,3.0,462.0,184.0,25.0
236.0,24.0,4.0,479.0,189.0,15.0
229.0,26.0,4.0,502.0,194.0,23.0
223.0,29.0,3.0,524.0,196.0,20.0
209.0,29.0,3.0,535.0,209.0,10.0
198.0,30.0,3.0,550.0,211.0,7.0
189.0,29.0,4.0,561.0,220.0,11.0
174.0,30.0,1.0,581.0,226.0,9.0
165.0,30.0,1.0,597.0,227.0,8.0
147.0,30.0,0.0,614.0,233.0,4.0
140.0,31.0,0.0,626.0,238.0,11.0
133.0,29.0,2.0,637.0,243.0,9.0
120.0,29.0,2.0,648.0,251.0,6.0
115.0,29.0,2.0,660.0,258.0,14.0
115.0,26.0,2.0,669.0,262.0,10.0
113.0,26.0,2.0,675.0,262.0,4.0
97.0,28.0,0.0,684.0,272.0,3.0
83.0,27.0,1.0,698.0,276.0,4.0
74.0,27.0,1.0,704.0,279.0,0.0
72.0,27.0,1.0,704.0,284.0,3.0
73.0,26.0,2.0,709.0,284.0,6.0
63.0,25.0,3.0,716.0,289.0,2.0
64.0,23.0,4.0,718.0,292.0,5.0
60.0,21.0,6.0,723.0,296.0,5.0
58.0,21.0,6.0,723.0,300.0,2.0
58.0,21.0,5.0,724.0,303.0,3.0
52.0,19.0,5.0,732.0,305.0,2.0
55.0,19.0,4.0,733.0,305.0,3.0
47.0,16.0,7.0,739.0,308.0,1.0
44.0,16.0,6.0,744.0,311.0,4.0
38.0,16.0,5.0,750.0,312.0,0.0
35.0,13.0,4.0,756.0,315.0,2.0
38.0,10.0,7.0,756.0,317.0,5.0
34.0,10.0,5.0,764.0,317.0,2.0
32.0,10.0,4.0,766.0,318.0,0.0
25.0,10.0,3.0,770.0,322.0,0.0
23.0,10.0,3.0,773.0,323.0,2.0
17.0,10.0,3.0,779.0,323.0,0.0
16.0,10.0,2.0,781.0,324.0,1.0
15.0,10.0,0.0,783.0,328.0,3.0
15.0,8.0,2.0,783.0,328.0,0.0
14.0,8.0,2.0,783.0,329.0,0.0
13.0,8.0,0.0,785.0,330.0,0.0
13.0,8.0,0.0,785.0,330.0,0.0
