0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,2.0
1.0,0.0,0.0,2.0,0.0,0.0
7.0,0.0,0.0,3.0,0.0,7.0
7.0,0.0,0.0,4.0,0.0,1.0
6.0,0.0,0.0,5.0,0.0,0.0
6.0,0.0,0.0,5.0,0.0,0.0
6.0,0.0,0.0,9.0,2.0,6.0
3.0,0.0,0.0,12.0,2.0,0.0
4.0,0.0,0.0,12.0,2.0,1.0
6.0,0.0,0.0,12.0,2.0,2.0
6.0,0.0,0.0,13.0,2.0,1.0
6.0,0.0,0.0,14.0,2.0,1.0
12.0,1.0,0.0,14.0,2.0,7.0
11.0,1.0,0.0,16.0,3.0,2.0
13.0,1.0,0.0,18.0,3.0,4.0
26.0,1.0,0.0,23.0,3.0,18.0
42.0,1.0,0.0,29.0,3.0,22.0
48.0,2.0,0.0,31.0,7.0,13.0
78.0,3.0,0.0,36.0,8.0,37.0
100.0,3.0,0.0,44.0,13.0,35.0
118.0,4.0,0.0,50.0,18.0,30.0
138.0,5.0,1.0,59.0,29.0,42.0
171.0,4.0,1.0,83.0,39.0,66.0
193.0,7.0,0.0,99.0,44.0,45.0
227.0,11.0,0.0,117.0,51.0,63.0
253.0,11.0,1.0,139.0,60.0,58.0
263.0,13.0,1.0,164.0,74.0,51.0
268.0,11.0,3.0,188.0,86.0,41.0
268.0,10.0,4.0,201.0,99.0,26.0
287.0,11.0,4.0,224.0,102.0,46.0
290.0,11.0,4.0,251.0,106.0,34.0
292.0,11.0,4.0,281.0,115.0,41.0
280.0,12.0,4.0,313.0,122.0,28.0
292.0,13.0,4.0,329.0,123.0,30.0
308.0,16.0,3.0,351.0,126.0,43.0
303.0,17.0,3.0,370.0,133.0,22.0
285.0,18.0,3.0,389.0,147.0,16.0
271.0,19.0,3.0,412.0,159.0,22.0
258.0,23.0,3.0,429.0,163.0,12.0
227.0,23.0,3.0,452.0,179.0,8.0
211.0,24.0,3.0,470.0,190.0,14.0
224.0,24.0,3.0,477.0,193.0,23.0
211.0,24.0,3.0,496.0,199.0,12.0
206.0,29.0,3.0,513.0,200.0,18.0
190.0,29.0,3.0,520.0,216.0,7.0
178.0,28.0,4.0,538.0,221.0,11.0
169.0,24.0,8.0,543.0,235.0,10.0
162.0,28.0,2.0,561.0,245.0,19.0
147.0,28.0,2.0,584.0,249.0,12.0
141.0,31.0,2.0,595.0,251.0,10.0
135.0,34.0,1.0,603.0,258.0,11.0
135.0,33.0,2.0,613.0,261.0,13.0
125.0,33.0,2.0,625.0,266.0,7.0
113.0,33.0,2.0,638.0,277.0,12.0
110.0,33.0,1.0,645.0,280.0,6.0
115.0,33.0,1.0,650.0,282.0,12.0
96.0,34.0,0.0,666.0,287.0,2.0
67.0,37.0,3.0,685.0,294.0,3.0
59.0,37.0,3.0,691.0,298.0,2.0
66.0,37.0,3.0,692.0,298.0,8.0
57.0,36.0,2.0,701.0,304.0,4.0
52.0,34.0,4.0,704.0,309.0,3.0
50.0,29.0,7.0,710.0,313.0,6.0
46.0,27.0,8.0,712.0,317.0,1.0
46.0,27.0,8.0,712.0,320.0,3.0
42.0,27.0,6.0,718.0,320.0,0.0
43.0,27.0,5.0,723.0,320.0,5.0
44.0,27.0,4.0,724.0,320.0,1.0
38.0,26.0,5.0,730.0,322.0,2.0
35.0,25.0,8.0,731.0,323.0,1.0
32.0,25.0,7.0,733.0,326.0,1.0
32.0,21.0,7.0,737.0,327.0,1.0
30.0,18.0,10.0,737.0,330.0,1.0
29.0,18.0,8.0,742.0,330.0,2.0
25.0,18.0,7.0,745.0,332.0,0.0
21.0,17.0,5.0,752.0,332.0,0.0
20.0,11.0,11.0,754.0,332.0,1.0
17.0,11.0,11.0,756.0,333.0,0.0
17.0,11.0,11.0,756.0,334.0,1.0
15.0,11.0,11.0,756.0,337.0,1.0
21.0,10.0,8.0,760.0,337.0,6.0
18.0,10.0,8.0,760.0,340.0,0.0
18.0,10.0,7.0,761.0,340.0,0.0
15.0,10.0,7.0,764.0,340.0,0.0
