0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,2.0,0.0,1.0
0.0,0.0,0.0,3.0,0.0,0.0
1.0,0.0,0.0,3.0,0.0,1.0
4.0,0.0,0.0,3.0,0.0,3.0
3.0,0.0,0.0,4.0,0.0,0.0
3.0,0.0,0.0,4.0,0.0,0.0
10.0,0.0,0.0,5.0,0.0,8.0
6.0,0.0,0.0,9.0,0.0,0.0
5.0,0.0,0.0,11.0,0.0,1.0
12.0,0.0,0.0,11.0,0.0,7.0
11.0,0.0,0.0,14.0,0.0,2.0
10.0,0.0,0.0,17.0,0.0,2.0
11.0,0.0,0.0,17.0,0.0,1.0
12.0,0.0,0.0,22.0,4.0,10.0
19.0,0.0,0.0,22.0,4.0,7.0
25.0,1.0,0.0,23.0,4.0,8.0
30.0,1.0,0.0,33.0,5.0,16.0
39.0,3.0,0.0,34.0,7.0,14.0
54.0,4.0,0.0,41.0,7.0,23.0
67.0,5.0,0.0,46.0,11.0,23.0
94.0,9.0,0.0,52.0,14.0,40.0
136.0,8.0,2.0,64.0,20.0,61.0
189.0,7.0,2.0,83.0,27.0,78.0
203.0,11.0,0.0,99.0,29.0,34.0
233.0,14.0,0.0,115.0,35.0,55.0
272.0,14.0,1.0,133.0,40.0,63.0
289.0,14.0,1.0,165.0,46.0,55.0
294.0,13.0,2.0,199.0,52.0,45.0
297.0,14.0,2.0,226.0,63.0,42.0
310.0,18.0,2.0,253.0,71.0,52.0
290.0,18.0,2.0,289.0,83.0,28.0
273.0,18.0,2.0,323.0,95.0,29.0
271.0,19.0,2.0,339.0,105.0,25.0
255.0,20.0,2.0,359.0,113.0,13.0
238.0,22.0,2.0,391.0,119.0,23.0
223.0,21.0,1.0,416.0,127.0,16.0
227.0,21.0,1.0,428.0,133.0,22.0
216.0,22.0,2.0,454.0,141.0,25.0
198.0,21.0,2.0,475.0,152.0,13.0
189.0,20.0,2.0,485.0,169.0,17.0
193.0,21.0,3.0,495.0,174.0,21.0
192.0,21.0,3.0,511.0,177.0,18.0
179.0,19.0,5.0,533.0,182.0,14.0
185.0,20.0,3.0,546.0,184.0,20.0
192.0,20.0,3.0,550.0,193.0,20.0
184.0,21.0,4.0,566.0,195.0,12.0
178.0,23.0,4.0,575.0,202.0,12.0
174.0,25.0,3.0,591.0,205.0,16.0
162.0,25.0,3.0,612.0,206.0,10.0
148.0,25.0,1.0,631.0,213.0,10.0
139.0,25.0,2.0,643.0,221.0,12.0
131.0,25.0,2.0,654.0,228.0,10.0
124.0,25.0,2.0,664.0,234.0,9.0
106.0,25.0,2.0,674.0,249.0,7.0
91.0,25.0,2.0,690.0,252.0,4.0
93.0,25.0,2.0,696.0,255.0,11.0
83.0,25.0,2.0,705.0,257.0,1.0
73.0,27.0,2.0,714.0,262.0,6.0
62.0,27.0,2.0,724.0,263.0,0.0
66.0,27.0,2.0,725.0,264.0,6.0
61.0,27.0,2.0,733.0,265.0,4.0
54.0,26.0,3.0,737.0,270.0,2.0
55.0,24.0,2.0,744.0,270.0,5.0
60.0,22.0,3.0,746.0,272.0,8.0
58.0,22.0,3.0,748.0,276.0,4.0
53.0,21.0,2.0,752.0,281.0,2.0
52.0,20.0,2.0,758.0,282.0,5.0
53.0,20.0,2.0,759.0,282.0,2.0
49.0,16.0,6.0,764.0,282.0,1.0
46.0,14.0,8.0,768.0,283.0,2.0
43.0,14.0,6.0,772.0,285.0,1.0
38.0,14.0,5.0,779.0,285.0,1.0
41.0,11.0,8.0,779.0,285.0,3.0
37.0,11.0,7.0,785.0,285.0,1.0
37.0,11.0,7.0,785.0,286.0,1.0
31.0,10.0,5.0,795.0,287.0,2.0
25.0,8.0,7.0,801.0,288.0,1.0
20.0,8.0,7.0,804.0,290.0,0.0
19.0,8.0,6.0,806.0,290.0,0.0
19.0,8.0,4.0,808.0,292.0,2.0
23.0,8.0,3.0,810.0,292.0,5.0
23.0,8.0,3.0,810.0,292.0,0.0
23.0,8.0,3.0,810.0,292.0,0.0
20.0,8.0,3.0,813.0,292.0,0.0
