0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,2.0,0.0,3.0
4.0,0.0,0.0,2.0,0.0,1.0
3.0,0.0,0.0,3.0,0.0,0.0
3.0,0.0,0.0,3.0,0.0,0.0
5.0,0.0,0.0,5.0,0.0,4.0
4.0,0.0,0.0,6.0,0.0,0.0
4.0,0.0,0.0,7.0,0.0,1.0
5.0,0.0,0.0,7.0,0.0,1.0
10.0,0.0,0.0,7.0,0.0,5.0
9.0,0.0,0.0,11.0,0.0,3.0
13.0,0.0,0.0,11.0,0.0,4.0
24.0,0.0,0.0,12.0,0.0,12.0
24.0,0.0,0.0,14.0,0.0,2.0
35.0,1.0,0.0,14.0,0.0,12.0
45.0,1.0,0.0,23.0,1.0,20.0
50.0,3.0,0.0,25.0,3.0,11.0
64.0,3.0,0.0,33.0,4.0,23.0
84.0,4.0,0.0,37.0,6.0,27.0
112.0,8.0,0.0,41.0,10.0,40.0
142.0,6.0,2.0,50.0,16.0,45.0
177.0,6.0,2.0,66.0,23.0,58.0
203.0,11.0,0.0,81.0,26.0,47.0
236.0,16.0,0.0,103.0,33.0,67.0
265.0,17.0,1.0,116.0,38.0,49.0
291.0,20.0,1.0,144.0,49.0,68.0
289.0,19.0,2.0,169.0,65.0,39.0
294.0,18.0,5.0,191.0,75.0,39.0
306.0,23.0,4.0,220.0,78.0,48.0
305.0,23.0,4.0,246.0,83.0,30.0
299.0,23.0,4.0,280.0,89.0,34.0
292.0,25.0,4.0,309.0,100.0,35.0
286.0,26.0,4.0,325.0,106.0,17.0
283.0,28.0,2.0,355.0,108.0,29.0
280.0,26.0,2.0,376.0,119.0,27.0
278.0,27.0,2.0,389.0,131.0,24.0
249.0,30.0,3.0,419.0,147.0,21.0
244.0,26.0,3.0,437.0,158.0,20.0
230.0,26.0,3.0,453.0,169.0,13.0
226.0,29.0,2.0,471.0,178.0,25.0
242.0,27.0,4.0,479.0,183.0,29.0
230.0,25.0,4.0,509.0,190.0,23.0
218.0,27.0,3.0,529.0,195.0,14.0
213.0,28.0,3.0,534.0,204.0,10.0
201.0,27.0,5.0,551.0,208.0,10.0
186.0,28.0,6.0,567.0,218.0,13.0
171.0,30.0,4.0,591.0,220.0,11.0
166.0,30.0,4.0,611.0,224.0,19.0
150.0,29.0,2.0,626.0,230.0,2.0
140.0,29.0,2.0,634.0,237.0,5.0
132.0,28.0,3.0,642.0,242.0,5.0
125.0,28.0,3.0,652.0,245.0,6.0
119.0,28.0,3.0,659.0,250.0,6.0
116.0,28.0,3.0,673.0,253.0,14.0
118.0,28.0,3.0,679.0,254.0,9.0
109.0,29.0,2.0,686.0,258.0,2.0
96.0,28.0,4.0,698.0,266.0,8.0
84.0,28.0,4.0,707.0,270.0,1.0
88.0,28.0,4.0,709.0,271.0,7.0
73.0,28.0,2.0,722.0,277.0,2.0
62.0,26.0,4.0,727.0,284.0,1.0
64.0,25.0,3.0,729.0,285.0,3.0
58.0,21.0,7.0,733.0,291.0,4.0
49.0,21.0,7.0,736.0,298.0,1.0
45.0,20.0,5.0,739.0,305.0,3.0
44.0,18.0,3.0,746.0,305.0,2.0
46.0,18.0,3.0,747.0,305.0,3.0
43.0,14.0,7.0,751.0,305.0,1.0
39.0,13.0,7.0,756.0,307.0,2.0
35.0,13.0,6.0,763.0,307.0,2.0
36.0,12.0,5.0,766.0,308.0,3.0
34.0,11.0,6.0,766.0,310.0,0.0
35.0,11.0,5.0,769.0,310.0,3.0
34.0,11.0,5.0,771.0,312.0,3.0
31.0,10.0,4.0,775.0,313.0,0.0
30.0,9.0,5.0,776.0,314.0,1.0
26.0,9.0,5.0,779.0,315.0,0.0
23.0,8.0,5.0,782.0,316.0,0.0
19.0,8.0,2.0,785.0,320.0,0.0
19.0,7.0,2.0,788.0,320.0,2.0
15.0,7.0,2.0,788.0,324.0,0.0
14.0,7.0,1.0,789.0,325.0,0.0
12.0,7.0,1.0,791.0,325.0,0.0
