0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,3.0
3.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0
1.0,0.0,0.0,3.0,0.0,1.0
1.0,0.0,0.0,3.0,0.0,0.0
1.0,0.0,0.0,3.0,0.0,0.0
6.0,0.0,0.0,3.0,0.0,5.0
5.0,0.0,0.0,4.0,0.0,0.0
5.0,0.0,0.0,5.0,0.0,1.0
9.0,0.0,0.0,5.0,0.0,4.0
10.0,0.0,0.0,8.0,0.0,4.0
7.0,0.0,0.0,12.0,0.0,1.0
14.0,1.0,0.0,12.0,0.0,8.0
19.0,1.0,0.0,18.0,1.0,12.0
16.0,1.0,0.0,22.0,1.0,1.0
26.0,2.0,0.0,23.0,1.0,12.0
35.0,2.0,0.0,30.0,4.0,19.0
38.0,5.0,0.0,31.0,7.0,10.0
70.0,8.0,0.0,33.0,7.0,37.0
94.0,10.0,0.0,43.0,9.0,38.0
120.0,11.0,0.0,48.0,13.0,36.0
158.0,8.0,3.0,58.0,19.0,54.0
193.0,5.0,3.0,74.0,27.0,56.0
208.0,7.0,0.0,97.0,33.0,43.0
239.0,8.0,0.0,113.0,42.0,57.0
259.0,8.0,1.0,139.0,51.0,56.0
267.0,10.0,1.0,175.0,58.0,53.0
272.0,9.0,2.0,202.0,68.0,42.0
279.0,9.0,3.0,223.0,81.0,42.0
300.0,9.0,3.0,248.0,85.0,50.0
288.0,9.0,3.0,277.0,95.0,27.0
281.0,9.0,3.0,312.0,100.0,33.0
269.0,12.0,3.0,337.0,112.0,28.0
259.0,13.0,3.0,355.0,119.0,16.0
256.0,16.0,2.0,380.0,122.0,27.0
250.0,18.0,1.0,405.0,130.0,28.0
252.0,19.0,1.0,419.0,141.0,28.0
244.0,19.0,3.0,439.0,146.0,19.0
238.0,20.0,3.0,462.0,153.0,25.0
221.0,21.0,3.0,477.0,171.0,17.0
209.0,18.0,5.0,494.0,179.0,12.0
217.0,18.0,5.0,508.0,180.0,23.0
214.0,19.0,5.0,525.0,184.0,19.0
214.0,18.0,3.0,542.0,189.0,19.0
206.0,19.0,3.0,547.0,201.0,10.0
195.0,18.0,5.0,560.0,206.0,8.0
186.0,18.0,5.0,569.0,220.0,14.0
173.0,18.0,4.0,586.0,223.0,6.0
165.0,18.0,4.0,606.0,228.0,17.0
154.0,19.0,4.0,612.0,235.0,3.0
139.0,20.0,2.0,626.0,245.0,8.0
138.0,19.0,3.0,635.0,249.0,12.0
128.0,19.0,3.0,648.0,258.0,12.0
122.0,19.0,3.0,653.0,270.0,11.0
115.0,18.0,1.0,663.0,273.0,3.0
107.0,18.0,1.0,675.0,275.0,6.0
93.0,19.0,0.0,689.0,277.0,2.0
75.0,18.0,1.0,705.0,284.0,5.0
66.0,18.0,1.0,711.0,290.0,3.0
65.0,18.0,1.0,714.0,292.0,4.0
61.0,18.0,1.0,716.0,296.0,2.0
59.0,18.0,1.0,722.0,297.0,5.0
59.0,18.0,1.0,724.0,298.0,3.0
57.0,18.0,1.0,728.0,301.0,5.0
61.0,18.0,1.0,731.0,302.0,8.0
60.0,17.0,1.0,732.0,304.0,1.0
55.0,16.0,2.0,737.0,305.0,1.0
55.0,16.0,1.0,739.0,305.0,1.0
50.0,16.0,1.0,743.0,307.0,1.0
46.0,15.0,2.0,747.0,308.0,1.0
45.0,15.0,2.0,752.0,308.0,4.0
45.0,13.0,3.0,755.0,309.0,3.0
43.0,9.0,7.0,755.0,312.0,1.0
38.0,9.0,6.0,762.0,312.0,1.0
38.0,9.0,6.0,765.0,312.0,3.0
35.0,9.0,4.0,769.0,314.0,1.0
35.0,9.0,4.0,770.0,315.0,2.0
25.0,9.0,4.0,777.0,318.0,0.0
21.0,8.0,2.0,783.0,320.0,1.0
18.0,8.0,2.0,783.0,323.0,0.0
20.0,7.0,2.0,784.0,323.0,2.0
19.0,7.0,2.0,784.0,324.0,0.0
18.0,7.0,1.0,785.0,325.0,0.0
17.0,7.0,1.0,786.0,325.0,0.0
