0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,2.0,0.0,0.0
1.0,0.0,0.0,3.0,0.0,1.0
4.0,0.0,0.0,3.0,0.0,3.0
3.0,0.0,0.0,4.0,0.0,0.0
3.0,0.0,0.0,4.0,0.0,0.0
6.0,0.0,0.0,4.0,0.0,3.0
6.0,0.0,0.0,4.0,0.0,0.0
3.0,0.0,0.0,7.0,0.0,0.0
4.0,0.0,0.0,7.0,0.0,1.0
4.0,0.0,0.0,9.0,0.0,2.0
4.0,0.0,0.0,10.0,0.0,1.0
9.0,1.0,0.0,10.0,0.0,6.0
15.0,1.0,0.0,14.0,0.0,10.0
23.0,1.0,0.0,16.0,0.0,10.0
26.0,3.0,0.0,18.0,0.0,7.0
29.0,3.0,0.0,26.0,2.0,13.0
31.0,3.0,0.0,27.0,4.0,5.0
45.0,3.0,0.0,33.0,5.0,21.0
71.0,3.0,0.0,36.0,8.0,32.0
90.0,7.0,0.0,40.0,10.0,29.0
117.0,8.0,0.0,55.0,17.0,50.0
156.0,8.0,0.0,70.0,20.0,57.0
169.0,12.0,0.0,86.0,23.0,36.0
217.0,15.0,0.0,97.0,28.0,67.0
251.0,18.0,0.0,119.0,35.0,66.0
266.0,20.0,0.0,146.0,41.0,50.0
290.0,19.0,1.0,165.0,54.0,56.0
311.0,16.0,5.0,179.0,62.0,44.0
324.0,19.0,3.0,205.0,74.0,52.0
314.0,19.0,3.0,241.0,84.0,36.0
291.0,19.0,3.0,275.0,90.0,17.0
287.0,23.0,3.0,300.0,99.0,34.0
272.0,24.0,3.0,323.0,103.0,13.0
260.0,29.0,1.0,358.0,104.0,27.0
251.0,27.0,2.0,379.0,113.0,20.0
257.0,29.0,2.0,389.0,118.0,23.0
248.0,31.0,2.0,410.0,128.0,24.0
253.0,33.0,2.0,426.0,135.0,30.0
227.0,33.0,2.0,446.0,149.0,8.0
219.0,31.0,3.0,465.0,158.0,19.0
234.0,30.0,4.0,474.0,162.0,28.0
226.0,31.0,3.0,500.0,166.0,22.0
228.0,32.0,1.0,516.0,170.0,21.0
224.0,35.0,1.0,524.0,175.0,12.0
208.0,37.0,1.0,543.0,178.0,8.0
202.0,37.0,1.0,555.0,187.0,15.0
186.0,39.0,0.0,578.0,195.0,16.0
172.0,39.0,0.0,608.0,198.0,19.0
154.0,40.0,0.0,624.0,203.0,4.0
147.0,40.0,0.0,635.0,208.0,9.0
136.0,39.0,1.0,646.0,215.0,7.0
122.0,39.0,1.0,655.0,227.0,7.0
118.0,39.0,1.0,664.0,234.0,12.0
114.0,38.0,1.0,675.0,237.0,9.0
111.0,38.0,1.0,684.0,241.0,10.0
98.0,39.0,0.0,694.0,246.0,2.0
84.0,36.0,4.0,707.0,251.0,5.0
74.0,36.0,4.0,715.0,254.0,1.0
75.0,36.0,4.0,716.0,254.0,2.0
68.0,34.0,4.0,724.0,256.0,1.0
59.0,33.0,5.0,728.0,263.0,2.0
63.0,31.0,6.0,729.0,265.0,6.0
65.0,30.0,7.0,731.0,267.0,6.0
62.0,30.0,7.0,734.0,269.0,2.0
63.0,28.0,6.0,735.0,273.0,3.0
66.0,27.0,6.0,738.0,273.0,5.0
71.0,27.0,4.0,740.0,273.0,5.0
66.0,26.0,5.0,743.0,275.0,0.0
61.0,24.0,6.0,747.0,279.0,2.0
49.0,24.0,6.0,758.0,281.0,1.0
47.0,22.0,5.0,761.0,283.0,0.0
46.0,18.0,9.0,761.0,287.0,3.0
50.0,18.0,8.0,764.0,287.0,6.0
45.0,18.0,6.0,769.0,289.0,0.0
40.0,17.0,5.0,775.0,291.0,1.0
40.0,16.0,6.0,776.0,292.0,2.0
35.0,16.0,6.0,781.0,292.0,0.0
34.0,13.0,5.0,783.0,295.0,0.0
26.0,13.0,4.0,784.0,305.0,2.0
29.0,12.0,4.0,786.0,305.0,4.0
29.0,12.0,4.0,786.0,305.0,0.0
26.0,12.0,3.0,787.0,308.0,0.0
23.0,12.0,3.0,790.0,308.0,0.0
