0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,3.0
3.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0
1.0,0.0,0.0,3.0,0.0,1.0
1.0,0.0,0.0,3.0,0.0,0.0
1.0,0.0,0.0,3.0,0.0,0.0
7.0,0.0,0.0,3.0,0.0,6.0
6.0,0.0,0.0,4.0,0.0,0.0
6.0,0.0,0.0,5.0,0.0,1.0
8.0,0.0,0.0,5.0,0.0,2.0
11.0,0.0,0.0,6.0,0.0,4.0
10.0,0.0,0.0,9.0,0.0,2.0
14.0,1.0,0.0,9.0,0.0,5.0
15.0,1.0,0.0,14.0,0.0,6.0
17.0,1.0,0.0,18.0,0.0,6.0
30.0,3.0,0.0,23.0,0.0,20.0
34.0,3.0,0.0,31.0,2.0,14.0
33.0,5.0,0.0,34.0,5.0,7.0
55.0,5.0,0.0,38.0,6.0,27.0
74.0,6.0,0.0,46.0,9.0,31.0
103.0,10.0,0.0,50.0,13.0,41.0
140.0,8.0,2.0,55.0,17.0,46.0
199.0,8.0,2.0,67.0,24.0,78.0
208.0,12.0,0.0,86.0,35.0,41.0
237.0,15.0,0.0,103.0,42.0,56.0
271.0,13.0,2.0,131.0,46.0,66.0
295.0,15.0,2.0,153.0,60.0,62.0
302.0,14.0,3.0,180.0,70.0,44.0
313.0,12.0,5.0,206.0,81.0,48.0
320.0,15.0,4.0,234.0,89.0,45.0
312.0,15.0,4.0,258.0,100.0,27.0
298.0,15.0,4.0,293.0,108.0,29.0
287.0,17.0,4.0,325.0,114.0,29.0
270.0,18.0,4.0,346.0,121.0,12.0
263.0,19.0,3.0,369.0,125.0,20.0
253.0,19.0,1.0,397.0,134.0,25.0
252.0,19.0,1.0,416.0,141.0,25.0
241.0,19.0,2.0,436.0,153.0,22.0
241.0,19.0,2.0,456.0,157.0,24.0
214.0,21.0,2.0,482.0,171.0,15.0
213.0,22.0,3.0,497.0,177.0,22.0
209.0,21.0,4.0,508.0,184.0,14.0
202.0,23.0,4.0,527.0,187.0,17.0
203.0,24.0,3.0,550.0,188.0,25.0
199.0,26.0,3.0,555.0,194.0,9.0
179.0,26.0,4.0,581.0,197.0,10.0
172.0,26.0,5.0,589.0,203.0,8.0
162.0,26.0,3.0,610.0,207.0,13.0
145.0,26.0,3.0,631.0,212.0,9.0
132.0,26.0,2.0,647.0,215.0,5.0
133.0,26.0,2.0,656.0,220.0,15.0
126.0,26.0,2.0,666.0,225.0,8.0
116.0,26.0,2.0,676.0,231.0,6.0
103.0,26.0,2.0,682.0,246.0,8.0
96.0,23.0,1.0,691.0,253.0,5.0
91.0,23.0,1.0,700.0,253.0,4.0
82.0,23.0,1.0,707.0,256.0,1.0
70.0,21.0,4.0,720.0,258.0,4.0
64.0,21.0,4.0,726.0,259.0,1.0
76.0,21.0,4.0,727.0,261.0,15.0
65.0,20.0,4.0,735.0,266.0,1.0
57.0,20.0,4.0,741.0,271.0,3.0
53.0,19.0,3.0,750.0,272.0,4.0
51.0,18.0,4.0,754.0,273.0,3.0
53.0,18.0,4.0,755.0,273.0,3.0
53.0,16.0,4.0,756.0,278.0,4.0
53.0,16.0,3.0,761.0,278.0,4.0
58.0,16.0,1.0,763.0,278.0,5.0
51.0,14.0,3.0,769.0,279.0,0.0
52.0,13.0,4.0,772.0,280.0,5.0
47.0,13.0,2.0,778.0,281.0,0.0
47.0,13.0,2.0,780.0,281.0,2.0
47.0,11.0,4.0,780.0,283.0,2.0
44.0,11.0,3.0,786.0,283.0,2.0
38.0,11.0,2.0,793.0,283.0,0.0
32.0,11.0,1.0,799.0,284.0,0.0
33.0,10.0,2.0,800.0,286.0,4.0
29.0,10.0,2.0,802.0,288.0,0.0
29.0,8.0,2.0,802.0,291.0,1.0
25.0,8.0,2.0,802.0,296.0,1.0
25.0,8.0,2.0,805.0,296.0,3.0
22.0,8.0,2.0,805.0,299.0,0.0
22.0,8.0,2.0,805.0,299.0,0.0
20.0,8.0,2.0,807.0,299.0,0.0
