0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,0.0,1.0,0.0,4.0
6.0,0.0,0.0,2.0,0.0,3.0
6.0,0.0,0.0,2.0,0.0,0.0
6.0,0.0,0.0,2.0,0.0,0.0
9.0,0.0,0.0,4.0,2.0,7.0
8.0,0.0,0.0,5.0,2.0,0.0
11.0,0.0,0.0,7.0,2.0,5.0
14.0,0.0,0.0,7.0,2.0,3.0
14.0,0.0,0.0,9.0,2.0,2.0
13.0,0.0,0.0,10.0,2.0,0.0
17.0,0.0,0.0,10.0,2.0,4.0
29.0,0.0,0.0,14.0,3.0,17.0
36.0,0.0,0.0,15.0,3.0,8.0
45.0,0.0,0.0,15.0,3.0,9.0
35.0,0.0,0.0,32.0,7.0,11.0
44.0,2.0,0.0,33.0,9.0,14.0
68.0,3.0,0.0,42.0,9.0,34.0
98.0,3.0,0.0,46.0,11.0,36.0
121.0,4.0,0.0,51.0,17.0,35.0
157.0,3.0,2.0,63.0,22.0,54.0
180.0,2.0,2.0,85.0,27.0,49.0
189.0,5.0,0.0,109.0,31.0,38.0
225.0,8.0,0.0,126.0,37.0,62.0
264.0,9.0,2.0,142.0,42.0,63.0
285.0,12.0,2.0,163.0,52.0,55.0
279.0,9.0,5.0,195.0,66.0,40.0
300.0,8.0,7.0,212.0,73.0,46.0
308.0,10.0,6.0,231.0,79.0,34.0
306.0,10.0,6.0,256.0,86.0,30.0
294.0,10.0,6.0,289.0,93.0,28.0
282.0,12.0,6.0,322.0,103.0,33.0
270.0,12.0,6.0,343.0,107.0,13.0
282.0,14.0,5.0,365.0,111.0,39.0
279.0,12.0,5.0,390.0,118.0,27.0
269.0,12.0,5.0,406.0,127.0,15.0
265.0,14.0,5.0,424.0,137.0,26.0
264.0,17.0,5.0,443.0,144.0,28.0
215.0,21.0,5.0,475.0,162.0,5.0
221.0,19.0,3.0,493.0,166.0,24.0
225.0,19.0,3.0,507.0,166.0,18.0
212.0,19.0,3.0,529.0,172.0,15.0
217.0,19.0,4.0,546.0,174.0,25.0
205.0,20.0,4.0,553.0,185.0,7.0
200.0,19.0,5.0,568.0,189.0,14.0
184.0,21.0,5.0,578.0,204.0,11.0
170.0,22.0,2.0,598.0,211.0,11.0
162.0,22.0,2.0,617.0,216.0,16.0
151.0,23.0,2.0,630.0,221.0,8.0
148.0,23.0,3.0,639.0,231.0,17.0
139.0,23.0,3.0,653.0,235.0,9.0
127.0,23.0,3.0,666.0,243.0,9.0
118.0,23.0,3.0,676.0,248.0,6.0
111.0,23.0,2.0,686.0,252.0,6.0
114.0,23.0,2.0,692.0,254.0,11.0
95.0,23.0,2.0,703.0,262.0,0.0
79.0,24.0,2.0,716.0,268.0,4.0
71.0,24.0,2.0,724.0,269.0,1.0
75.0,24.0,2.0,725.0,269.0,5.0
69.0,23.0,3.0,730.0,272.0,2.0
61.0,23.0,3.0,731.0,280.0,1.0
63.0,21.0,2.0,736.0,281.0,5.0
59.0,19.0,3.0,741.0,284.0,3.0
61.0,19.0,3.0,741.0,288.0,6.0
56.0,19.0,3.0,743.0,292.0,1.0
54.0,18.0,3.0,747.0,293.0,2.0
57.0,18.0,3.0,747.0,293.0,3.0
49.0,17.0,4.0,754.0,295.0,1.0
44.0,16.0,5.0,757.0,299.0,2.0
40.0,16.0,4.0,763.0,299.0,1.0
38.0,14.0,5.0,771.0,299.0,5.0
37.0,10.0,9.0,771.0,300.0,0.0
35.0,10.0,8.0,777.0,300.0,3.0
29.0,10.0,7.0,785.0,301.0,2.0
26.0,10.0,5.0,789.0,302.0,0.0
26.0,9.0,6.0,789.0,302.0,0.0
22.0,9.0,6.0,791.0,304.0,0.0
17.0,8.0,5.0,797.0,306.0,1.0
17.0,8.0,5.0,797.0,307.0,1.0
19.0,8.0,3.0,799.0,307.0,2.0
17.0,8.0,3.0,799.0,309.0,0.0
17.0,8.0,3.0,799.0,309.0,0.0
15.0,8.0,3.0,801.0,309.0,0.0
