b,deviance,mean.lambda,mean.t.pred
1.0161169787646527,11486.362445688346,-2.530403895626807,12.570939342157443
0.9951881667062364,11470.525770989761,-2.4283163019959964,11.620959535955734
1.0243087153345307,11457.507250092915,-2.50018872237251,11.473395746022835
1.0404096001987782,11472.661737026874,-2.6061151353742513,12.733965737179076
1.0043734427844047,11473.893539572755,-2.460961767897231,12.267133118270916
1.0122535027537414,11479.676474890122,-2.500848999248537,12.470014191200669
1.0144463844093567,11484.33199976662,-2.526394258137362,12.844706631862367
1.0035732182113686,11488.216093041994,-2.506023174574694,12.34340635399168
1.0569564073356073,11484.721718908791,-2.6855391196061706,12.434557647333428
1.0168264570977086,11496.906245464688,-2.577667706808923,12.466447346211405
0.9960198059944712,11505.131369677472,-2.5249225876577954,13.573792688094725
1.0470261932427332,11493.731422952746,-2.657122900577025,12.752900414299164
1.0190608637683052,11490.641719140493,-2.5622799334126563,12.910962395624974
1.0510836054698236,11483.326838820014,-2.642796447579672,12.804788660002226
1.0484740791256124,11471.393013780453,-2.6008423191460843,11.871537632912979
1.0421299880294537,11482.5308911358,-2.6437379886764996,13.14506640689054
1.0606122569113847,11467.72675190924,-2.6582310747243056,12.19201181534627
1.0587984918969235,11469.621744865166,-2.655691343481324,13.05555764738123
1.0472043022488735,11482.323154473623,-2.653594824939684,13.101892310182361
1.0333891948852982,11465.433904020207,-2.5677193689053284,12.62474205684947
1.0500097879765853,11469.730510972768,-2.6271755643321972,12.287497826665728
1.0141616681150372,11479.241551725097,-2.537481824706225,12.033088211145651
1.0184386733203072,11459.158769473132,-2.5023783932206727,12.260650880930653
1.0095638280644939,11461.769427731875,-2.4741019935217947,12.010440849510882
0.994209108589163,11473.66851213154,-2.446544148273997,12.726540969323493
1.0121739908263443,11466.72949003332,-2.490752028821556,11.88931632063939
0.9833199325025727,11478.738390539485,-2.4197481253810107,11.875546141028385
0.9896136323665881,11469.307241471819,-2.411562641332791,12.227518843522489
1.0596140419329028,11468.115107468664,-2.6429376647628033,12.606176252707439
1.0522425729890286,11468.998506741662,-2.6245514107633237,11.876794828536754
1.015322184202027,11477.354884818775,-2.5438419783681705,12.674925860966473
1.0401320945065722,11470.178435741756,-2.606002041739438,12.041360466033984
1.0249514213409732,11460.77216075006,-2.5329449347070025,12.642009138038885
1.0200336660721725,11471.293807520304,-2.529239098382519,12.68634025904676
1.0416988065096062,11472.342220737379,-2.5858538918977603,11.93718426260047
1.033456874031029,11461.339425392773,-2.5611927657546625,11.915189207091405
1.035591363718436,11464.485684136953,-2.567708659381648,12.4441173004186
1.0079378776472152,11472.896002775806,-2.499142912181692,12.56446716401053
1.0306833344772748,11465.686047562955,-2.5555393910538404,12.56018636603115
1.03304192787182,11465.867272799787,-2.559572712675521,12.063070421615514
1.0044541086495593,11459.910063787385,-2.452084030351487,12.319721417497128
1.049558338553749,11448.188521236636,-2.562192955086779,11.675180001951656
1.0313684000556924,11470.664512013669,-2.574363858029429,12.686060206635549
1.0454365574051805,11467.431131068017,-2.6094789108346457,12.452231359655354
1.0119609848028974,11466.27046331441,-2.4794140144502212,11.973212879912916
1.025294429270744,11482.758252347388,-2.5559403737509263,12.634038328701461
1.0199995309559202,11477.773488136314,-2.529452744429952,11.891181883781373
1.042972601632979,11467.202833804371,-2.5626672390783543,11.995446096780556
1.0106263860150677,11474.057080475339,-2.482265426666767,12.213752289291987
1.021654785136121,11470.7668829676,-2.5093529975322135,12.012342838993018
0.9663273913749224,11506.15116642942,-2.3898708023057424,12.508608998448924
1.012079519718701,11472.728025868768,-2.47819644795831,12.360969953999103
