b,deviance,mean.lambda,mean.t.pred
1.4236395809297064,18354.043014526946,-4.092358146715169,16.41786395351287
1.411943284798585,18354.873098465323,-4.028960658116638,16.202125981225173
1.4290034013666404,18352.298292896285,-4.077641465069387,15.887421341549032
1.4959742034421073,18356.425855205696,-4.309948453855443,16.34426796615893
1.424908975613247,18353.069571680277,-4.086420555434606,16.19991992746049
1.4435052419568624,18350.79725325402,-4.13975179717803,16.289548506414878
1.3998839038111222,18358.469672269224,-4.014652484937698,16.411667916578324
1.4613967106260102,18344.884805554564,-4.173005267675135,16.24333052018287
1.4636054911869523,18344.920839560218,-4.179312420858645,16.5088049072717
1.4483212278980833,18344.435943448574,-4.124949240440628,15.899666515061641
1.4416787613377924,18344.720155403247,-4.106030897696778,15.716561692802186
1.4356998420681182,18345.139818564105,-4.089002397371706,15.817870331611935
1.4159455698737482,18352.600422237087,-4.032976034487414,15.991635481371494
1.4663638776325598,18352.43029673285,-4.202680349013989,15.951524806864699
1.4382517877778032,18360.940349649685,-4.135715518557104,15.874316116957933
1.465374171451048,18360.156536834653,-4.218617645972514,16.402906725280044
1.4579069869917027,18360.2357914305,-4.197120613515087,15.938900465284771
1.46839863912297,18351.439268703725,-4.214500140023583,16.079372564879062
1.3962660472188604,18358.0405566503,-3.991168718536874,16.171214108762804
1.42226261936748,18354.392861431767,-4.067554626344214,16.289025652379387
1.4366873892206384,18355.33807856694,-4.129559732831647,16.588101626587743
1.4414417686786583,18354.866599647095,-4.143225540795,15.9478205643872
1.4530998927037735,18354.115406916146,-4.176735210258005,16.276302055795583
1.4230473701477964,18356.308412123908,-4.081473411399548,16.655746877293904
1.400189966160682,18357.90895225426,-4.012070858151457,15.64889744458751
1.3669942048929384,18365.02561520765,-3.9050150637880603,15.931126676834104
1.4569565933240938,18347.529649749573,-4.162005532906804,16.516329624142152
1.4310783031241143,18348.92403964057,-4.088080484289678,16.412772940563237
1.4082431689268142,18352.2124502263,-4.029107698226927,16.391250933589987
1.4350939846344573,18349.73478400192,-4.1182931659325375,16.360343184051754
1.4280767398905707,18350.676975643204,-4.098155759336295,16.35825136095676
1.389791262293649,18359.55772140297,-3.9882878186787076,16.702549536407375
1.4208222607201324,18351.872666360876,-4.0773375604517925,16.086195450726766
1.4304864761396676,18350.329708431706,-4.105070986096694,16.51798240904938
1.4299726467590168,18350.401673074735,-4.103596448505889,16.087471415155964
1.4514986436770867,18348.349051071116,-4.165369661233961,16.422229314933418
1.453164519255789,18351.453398498445,-4.170010977492316,16.741852297406453
1.4298722834705693,18353.506199193384,-4.103171416226187,16.270171336690478
1.4312417295508175,18353.321637160858,-4.107101188190765,16.3056956009929
1.430862560088264,18353.66497341031,-4.115190318494539,16.432940845090023
1.4501976562536643,18348.633574976902,-4.148525737295452,15.875140410917208
1.4443122842258738,18350.990373239958,-4.157124392830286,16.46541031121965
1.433698168515129,18357.404993589524,-4.133103759101443,17.10704960791875
1.4402881442482334,18358.723840069157,-4.139782660725203,16.682164958046847
1.4130355824971712,18366.08675942379,-4.054294654793486,16.396431929068594
1.4262342453680086,18351.718710209872,-4.096183107641986,16.252313999524503
1.4290095995924241,18358.663863744874,-4.123396205655954,16.603441541221557
1.4553356716351622,18357.401102078577,-4.184317068491022,16.25961533314404
1.44115611042669,18350.74798351282,-4.088753966054709,15.53238104367055
1.4269595782403577,18353.530185955275,-4.093175061026898,16.04595188606094
1.428653432417311,18353.28864930425,-4.098033812304662,16.007067662616084
1.4454258931140294,18351.559686811597,-4.146144928332609,16.067480184889103
1.3986243687360165,18357.513882270407,-4.00461259977521,15.992427591800151
1.4424536141298434,18356.82533892981,-4.140787920538595,16.219997259917257
1.463062640778176,18356.158946665964,-4.199949343660583,16.254768264955352
1.4707161129011312,18361.368859842838,-4.241069695138806,16.455209788750555
1.4487452021763576,18361.491522661785,-4.154045455655025,16.256675713825235
1.4377051013330515,18356.31008846095,-4.101613114980339,15.787079435782928
1.42544532172094,18356.57395664565,-4.055029843573117,15.818310714533752
1.3941688838674573,18361.79553403388,-3.966056322832643,16.163290148725014
1.3581197931573168,18373.335469026246,-3.863505817081343,15.936152713311667
1.4305384080329198,18359.91919291888,-4.114772327484328,16.636052153247867
1.4457053209108501,18358.373996663297,-4.158398135119395,16.498048545730207
1.467612334017124,18359.294816973303,-4.191871079593983,16.31916866931239
1.4519122409447378,18358.72006940837,-4.147027652912726,16.078445211822153
1.396414839578931,18371.38920284233,-3.998594222088339,16.484101589915525
1.4319348616651748,18366.250369725403,-4.121585658208894,16.556911647585295
1.418135764206333,18366.151447524946,-4.07595245872082,16.308806381206054
1.4152501723224464,18366.01421567524,-4.065289278517767,16.093217721155657
1.4110246685330798,18366.84321225328,-4.053151569166347,16.48544967260306
1.4527889282712318,18356.944379060365,-4.179672000955012,16.47355860139423
1.4284245347853275,18359.236966083554,-4.109575670172513,16.658014513725806
1.435850284934641,18358.271841145495,-4.130939544429257,16.490770100744196
1.3949508171247602,18366.52598112074,-4.013271824685309,16.158715251101935
1.4112748257150087,18358.764457997095,-4.040440151384622,16.430084749172018
1.4585282360565601,18357.510838207185,-4.196351506124603,16.377636734898612
1.4223672172827044,18360.922048592158,-4.09231214518298,16.39967411617137
1.4372780765226993,18356.925066202384,-4.136276781830565,16.317797518158542
1.4004380590003733,18363.976759886133,-4.030256581836589,16.4106482398227
1.422377286676275,18355.638177802964,-4.0792393805653395,16.862178314328073
1.447109120719088,18349.559782644184,-4.149348977971682,16.622785490185308
1.4164982641885426,18353.472187078274,-4.0615773480086705,15.826625945846365
1.4508133501019898,18352.66904723122,-4.17799537141998,16.49544224189147
1.4278466654165822,18347.80120719793,-4.069740292680704,15.762445649538444
1.4199246535624914,18355.287646469522,-4.053782538947823,16.148097415080088
1.4244778923798307,18351.01801585406,-4.088476041453516,16.615876873284986
1.4433151763444634,18348.6895146061,-4.142542015090238,16.3935365418268
1.4113418455644815,18351.97149320223,-4.017337189357155,16.1376750069968
1.422847215538509,18350.287265951745,-4.05008683879133,16.079124727434444
1.4034559296475018,18353.632505713435,-3.9814885068415067,15.424854930092161
1.4348346349533943,18352.703674446857,-4.113007191977798,16.539756933123368
1.4383859660528755,18352.35782493191,-4.123187215513127,16.47038963593416
1.4281486037212272,18353.502039928222,-4.0938414331691995,16.054980895723943
1.4419903824198972,18351.93764894028,-4.1269360976414236,15.954032531608048
1.4438556706639474,18351.828596177664,-4.132274500366418,15.883520187041947
1.4523320655994172,18351.521587900595,-4.156533705326089,15.963105253016263
1.4391033848269594,18352.947762494136,-4.125636955258086,16.031275466140613
1.4206618892995073,18352.696634460575,-4.0778587461236695,16.41065679779876
1.4578280848827987,18349.913892794615,-4.198891485774224,16.457625158130167
1.4357966742350803,18349.093361767165,-4.110006178400246,16.324598674328307
1.3974170065218021,18369.92636770902,-4.018006633516316,15.733337173049156
1.4582936743368815,18358.210395263508,-4.1590812232980365,16.056855928427314
1.3753933215492622,18370.168798724782,-3.922647844513379,16.48933356920905
1.4212195039833373,18357.004195159225,-4.073954320891731,16.4597445553301
1.4596121662227513,18353.912426189578,-4.184007660141888,16.438980245876564
1.4691171810418733,18354.114723209637,-4.211253976480773,15.940431591283382
1.4961958610503883,18357.245057547818,-4.283867522867093,16.031581974953387
1.4051201256275925,18356.71249338193,-4.026974777714138,16.435278053371032
1.4171519955791176,18354.103551276967,-4.061457264969048,16.469214650302508
1.4101807544223253,18356.49269287354,-4.03828193834518,15.843545960906049
1.4016088388690355,18357.465725502967,-3.9833419520736912,15.997619083478192
1.4325506320696182,18353.883823055174,-4.074613720255778,16.000870961565614
1.4232501628459013,18364.412621974585,-4.079280970123418,16.346190270404108
1.4766535737572557,18369.03334410692,-4.25790301049262,16.670566550786308
1.4450811103418513,18369.39900576447,-4.166864401698908,16.098831151689108
1.4629952692586001,18359.665412517264,-4.2090876681887766,16.338258115211147
1.4625969549439963,18351.574403329476,-4.1821842137371394,16.218509968917903
1.4189633422887047,18354.670958088067,-4.057417233046822,16.166454200279826
1.4429120957301393,18351.95786597195,-4.125896863229906,16.562222458459704
1.4394718034517242,18353.723826833397,-4.134219177058623,16.58815390111072
1.445643076510492,18348.553372330003,-4.1348619877963255,16.12529796990139
